,原保险保费收入,原保险保费收入_财产险,原保险保费收入_人身险,原保险保费收入_人身险_寿险,原保险保费收入_人身险_健康险,原保险保费收入_人身险_人身意外伤害险,原保险赔付支出,原保险赔付支出_财产险,原保险赔付支出_人身险,原保险赔付支出_人身险_寿险,原保险赔付支出_人身险_健康险,原保险赔付支出_人身险_人身意外伤害险,业务及管理费,银行存款,投资,资产总额,date
71,15200537.900000006,7512876.6999999955,7687661.200000003,6218953.700000003,1112039.8999999985,356667.60000000056,7925858.399999991,4892274.6000000015,3033583.799999997,2121874.0999999978,759255.3000000007,152454.40000000014,3966271.3999999985,3267136.800000012,24253505.799999952,32725732.0,2014-12-01
72,40055628.5,8423604.7,31632023.7,28538605.8,2499828.9,593589.1,7943527.9,3375350.1,4568177.8,3794976.5,654519.6,118681.7,2271753.5,250874861.9,692277747.6,1038122680.0,2015-01-01
154,20065277.0,6038074.566666666,14027202.433333334,11635740.599999998,1866662.766666667,524799.0666666665,7240141.833333334,2995601.8666666667,4244539.966666666,3602920.0,533467.6,108152.36666666665,2379058.633333333,1158524.5,19125643.066666603,21517928.0,2015-02-01
153,20065277.0,6038074.566666666,14027202.43333333,11635740.600000001,1866662.7666666666,524799.0666666664,7240141.833333332,2995601.866666667,4244539.966666665,3602920.0,533467.5999999999,108152.36666666664,2379058.633333334,1158524.5,19125643.066666722,21517928.0,2015-03-01
73,20065277.0,6038074.566666666,14027202.433333337,11635740.600000001,1866662.7666666666,524799.0666666669,7240141.833333332,2995601.8666666653,4244539.966666669,3602920.0,533467.6000000001,108152.3666666667,2379058.633333334,1158524.5,19125643.066666603,21517928.0,2015-04-01
74,16412603.799999997,6360596.1000000015,10052007.799999997,7571718.1999999955,1966589.2999999998,513700.2000000002,6100892.5,3102166.0,2998726.5,2373701.8999999985,514708.3999999999,110316.29999999999,2477493.0,528074.1999999881,26014537.5,28324957.0,2015-05-01
75,20361230.89999999,7280197.200000003,13081033.700000003,10082098.100000009,2392376.6999999993,606559.0,6276311.3999999985,2878991.6000000015,3397319.8000000007,2744202.9000000022,536957.3000000003,116159.5,3038270.9000000004,13030255.700000018,-6733093.599999905,11967730.0,2015-06-01
76,16812291.700000018,6340686.1999999955,10471605.5,8284641.599999994,1681603.5,505360.3999999999,6830543.900000006,3563461.8000000007,3267082.1999999993,2467745.3000000007,643853.5,155483.40000000002,2544803.1999999993,-13626906.800000012,-5909427.400000095,-20028077.0,2015-07-01
77,16629054.099999994,5899434.200000003,10729619.900000006,8399421.0,1858192.4000000004,472006.3999999999,6701086.599999994,3417291.6999999993,3283794.6999999993,2551143.0999999978,598468.1999999997,134183.5,2614252.3999999985,-4274550.599999994,6044674.200000048,4295294.0,2015-08-01
78,19938559.400000006,6690706.1999999955,13247853.099999994,10167135.900000006,2368536.200000001,712181.1000000006,7032639.3000000045,3597849.6999999993,3434789.6000000015,2687398.8000000007,613987.2000000002,133403.5,2952056.9000000022,4239220.699999988,16028988.799999952,30559614.0,2015-09-01
79,16666044.5,5947122.0,10718922.5,8319833.799999997,1905378.3999999985,493710.19999999925,6690297.1000000015,3225488.6999999993,3464808.5,2723463.0,629886.7000000002,111458.80000000005,2688843.8000000007,-12355566.699999988,33625040.30000007,25617514.0,2015-10-01
80,16895220.400000006,6429910.600000009,10465310.0,8105743.799999997,1923526.9000000022,436039.30000000075,7932025.399999991,4099542.9000000022,3832482.5,2922947.3999999985,776687.0999999996,132848.09999999986,3083802.6999999993,10999247.900000006,13762395.899999976,24528984.0,2015-11-01
81,18858730.299999982,8463206.5,10395523.800000012,8038787.200000003,1908694.5999999978,448042.0999999996,9513647.900000006,5694717.5,3818930.3999999985,2577341.200000003,1060186.1000000006,181403.1000000001,4558762.699999999,-9393464.800000012,41970327.899999976,28035169.0,2015-12-01
82,63767336.4,9259091.1,54508245.3,49544549.5,4269825.9,693869.9,10126328.2,3871774.2,6254553.9,5156649.9,942187.6,155716.5,2830623.2,250411989.6,885453963.5,1262771981.0,2016-01-01
83,26907449.1,4777245.700000001,22130203.400000006,18462939.299999997,3246279.3,420984.9,8861305.900000002,2856808.3,6004497.699999999,5341263.299999999,551393.6,111840.70000000001,2593486.3,-3121532.199999988,21644661.5,29848813.0,2016-02-01
84,29116421.700000003,7507700.8999999985,21608720.799999997,16585341.0,4171294.2,852085.5,9925664.7,4030919.4000000004,5894745.299999999,4939119.6000000015,780761.5999999999,174864.09999999998,2959059.7,17811996.199999988,27226292.600000024,92732626.0,2016-03-01
85,21009998.799999997,7306736.5,13703262.299999997,9290390.600000009,3733711.299999999,679160.4000000001,7861143.999999996,3574908.5,4286235.5,3471693.5999999978,686486.5,128055.39999999997,3131078.1000000006,-42465846.29999998,40183417.399999976,-5342449.0,2016-04-01
86,20400558.199999988,6584304.099999998,13816254.100000009,9525072.299999997,3718505.4000000022,572676.5,7749586.8000000045,3650460.999999998,4099125.9000000022,3265221.8000000007,694057.0,139847.20000000007,2824369.0,-952745.2000000179,14900831.299999952,17679057.0,2016-05-01
87,26926402.300000012,7584581.700000003,19341820.599999994,14201956.599999994,4453708.5,686155.3999999999,8099666.3999999985,3670638.1000000015,4429028.099999998,3568793.1999999993,720704.4000000004,139530.5,3349285.5,14368450.099999994,30831513.700000048,28917521.0,2016-06-01
88,20176521.099999994,6772003.8999999985,13404517.199999988,9003526.0,3845594.5,555396.6999999997,7943028.1000000015,3723732.3000000007,4219295.8999999985,3292282.9000000022,783679.3999999994,143333.5,2819896.0,-18304345.599999994,18394144.0,5986181.0,2016-07-01
89,21284685.599999994,6559185.0,14725500.600000024,10600789.100000009,3543386.0,581325.5,8444707.100000001,3992036.8999999985,4452670.200000003,3392224.5,893830.6000000006,166614.99999999988,3007724.0999999978,7521574.400000006,9974938.0,15670192.0,2016-08-01
90,22093241.800000012,7354978.3999999985,14738263.399999976,10624169.099999994,3321763.799999997,792330.5,8495567.799999997,3844591.6000000015,4650976.1000000015,3678083.8000000007,818807.5999999996,154084.90000000014,3344203.8000000007,4344102.5,4638458.0,14926251.0,2016-09-01
91,18421137.100000024,6477993.299999997,11943143.800000012,9200973.400000006,2173341.3999999985,568829.0,7754670.900000006,3485374.9000000022,4269296.1999999955,3360228.0,762258.9000000004,146809.09999999986,3036528.1000000015,2728565.0,5520730.0,17076228.0,2016-10-01
92,18544959.0,7546723.200000003,10998235.800000012,8527110.199999988,1940549.700000003,530575.9000000004,9238524.299999997,4609980.799999997,4628543.400000006,3409648.8999999985,1073027.8999999994,145866.7000000002,3666420.9999999963,2881735.599999994,17898660.0,15819628.0,2016-11-01
93,20942297.799999952,9514437.600000009,11427860.199999988,8855349.700000018,2007007.8999999985,565502.7000000002,10628705.599999994,5950612.8999999985,4678092.799999997,3154252.299999997,1300327.0999999996,223513.3999999999,5392573.900000006,13218163.200000018,13997009.0,15605621.0,2016-12-01
94,85534033.9,9738127.0,75795906.9,68615893.7,6411138.2,768875.0,12772913.6,4196850.2,8576063.4,7295260.7,1094865.7,185937.0,3398864.7,273117409.7,1114564152.0,1576535542.0,2017-01-01
95,33494104.89999999,5614547.0,27879557.89999999,23063725.39999999,4283967.899999999,531864.7,9643175.200000001,2872329.0,6770846.199999999,5877524.2,774193.0,119129.0,2836662.7,-15020934.899999976,12555838.0,19244845.0,2017-02-01
96,39632098.2,8668590.899999999,30963507.299999997,24634916.200000003,5303095.0,1025496.0000000002,10634043.599999998,4283846.100000001,6350197.500000002,5192535.499999998,970922.3,186739.59999999998,3624190.4000000004,-22046562.800000012,44189741.0,22370808.0,2017-03-01
97,21303066.900000006,7863933.200000003,13439133.700000018,9561676.5,3142029.000000002,735428.1999999997,7906229.5,3559576.799999999,4346652.699999999,3406811.6000000015,791066.0,148775.20000000007,3272213.8999999985,-24029805.800000012,31871910.0,-19207585.0,2017-04-01
98,22954703.699999988,7678951.0,15275752.599999994,11297639.899999991,3259781.0,718331.6000000001,8044647.8000000045,3934091.700000001,4110556.0999999978,3041272.5,871613.7999999998,197669.8999999999,3413685.0,22029339.0,-12895565.0,7316062.0,2017-05-01
99,28483487.900000006,8960229.5,19523258.5,14922288.5,3756877.8999999985,844092.2000000002,8854003.199999996,4098325.8000000007,4755677.3999999985,3608227.8000000007,968198.7999999998,179250.70000000007,3795484.0,-18117137.0,43770278.0,36785119.0,2017-06-01
100,21274059.699999988,7768311.0,13505748.699999988,10118473.600000024,2707472.6999999993,679802.3999999994,7989310.5,4025602.5999999978,3963708.0,2744880.5999999978,1034274.0,184553.29999999993,3226718.5,-20051138.5,12708265.0,-10661831.0,2017-07-01
101,23866214.800000012,7588443.299999997,16277771.5,12440355.299999982,3084893.4000000022,752522.7000000002,8519320.000000007,4275569.400000002,4243750.5,2913038.200000003,1119397.9000000004,211314.5,3163548.0,297092.10000002384,3316182.0,3761018.0,2017-08-01
102,28031403.199999988,8421701.399999999,19609701.800000012,14754201.900000006,3881244.6000000015,974255.4000000004,8909013.5,4423713.8999999985,4485299.6000000015,3053524.799999997,1221582.0999999996,210192.69999999995,3694023.0,4956407.799999982,13501794.0,22099188.0,2017-09-01
103,19314506.800000012,7308527.700000003,12005979.099999994,8747082.199999988,2590382.6999999955,668514.0999999996,7574094.699999988,3774005.5,3800089.200000003,2643289.6000000015,995690.0999999996,161109.6000000001,2984641.9000000022,-10010928.400000006,14798865.0,3741154.0,2017-10-01
104,20088153.399999976,8519367.599999994,11568785.900000006,8285150.0,2634552.5,649083.4000000004,10061711.0,5078804.299999997,4982906.6000000015,3360538.0,1412272.1000000015,210096.3999999999,3648515.6000000015,1897346.2000000179,-1203766.0,2112567.0,2017-11-01
105,21834240.5,10215849.5,11618390.900000006,8114247.100000024,2839168.8999999985,664974.9999999991,10899470.0,6351780.700000003,4547689.3999999985,2612003.3999999985,1693594.3999999985,242091.6000000001,5822095.6999999955,-280362.09999999404,22143714.0,10796848.0,2017-12-01
106,68519191.8,11454663.0,57064528.8,50787454.1,5323376.1,953698.6,13131087.4,4753829.1,8377258.3,6525964.8,1619936.2,231357.3,3179866.7,188340380.7,1313660367.0,1690528099.0,2018-01-01
107,28515180.799999997,6267249.300000001,22247931.60000001,18229582.800000004,3426596.5,591752.2000000001,9425589.200000001,3487974.3000000007,5937614.8,4742045.000000001,1018015.4000000001,177554.5,2971902.3,2489948.300000012,-4561332.0,-2005889.0,2018-02-01
108,43809271.400000006,9807116.599999998,34002154.69999999,25991040.599999994,6865234.5,1145879.7,10126480.599999998,4311087.699999999,5815393.000000002,4415556.8999999985,1199799.5,200036.50000000006,3486135.6999999993,10990146.099999994,15409895.0,33901851.0,2018-03-01
109,25010594.5,8779626.200000003,16230968.300000012,10664073.400000006,4677084.4,889810.5,8250511.500000004,4264536.000000002,3985975.5,2700942.4000000022,1098075.9,186957.19999999995,3476962.1000000015,3263096.400000006,10575962.0,12001848.0,2018-04-01
110,25175953.199999988,8439071.5,16736881.799999982,11678847.5,4195634.699999999,862399.5999999996,9225459.599999994,4821780.099999998,4403679.5,2935723.6999999993,1259841.5,208114.30000000005,3638568.0999999996,-7344294.199999988,22050476.0,15929750.0,2018-05-01
111,32663788.800000012,9670501.199999996,22993287.5,16263373.599999994,5706557.900000002,1023356.0,9718690.400000006,4646583.300000001,5072107.1000000015,3573803.5,1254331.5999999996,243972.0,3859303.5999999996,16464571.5,-2602442.0,14066025.0,2018-06-01
112,23008350.199999988,8302750.900000006,14705599.400000006,10187616.5,3704105.6999999955,813877.2000000002,9351894.5,4950800.1000000015,4401094.3999999985,2789145.1999999993,1382839.4000000004,229109.8999999999,4086614.0,-8787734.400000006,9874500.0,1040158.0,2018-07-01
113,27793445.699999988,8339724.099999994,19453721.5,14523622.199999988,4065753.700000003,864345.7000000002,10416370.399999991,5016884.0,5399486.3999999985,3591750.0,1562294.4000000004,245441.90000000014,3765242.6999999993,10636163.099999994,-9484181.0,88584.0,2018-08-01
114,32122169.700000048,8973332.400000006,23148837.300000012,16581932.5,5405717.700000003,1161187.0999999996,11648107.400000006,5242092.799999997,6406014.6000000015,4617740.200000003,1557557.4000000004,230717.0,3897140.0,12446694.599999994,3964170.0,21985205.0,2018-09-01
115,23701779.399999976,7991979.299999997,15709800.099999994,11092570.600000024,3770086.799999997,847142.5999999996,8842759.0,4480805.0,4361954.0,2731440.299999997,1436672.5999999996,193841.1000000001,3744881.1999999993,-6596835.099999994,-1570822.0,-9506379.0,2018-10-01
116,23875309.399999976,8986725.299999997,14888584.099999994,10640376.099999994,3447824.1000000015,800384.0,10787520.0,5790344.200000003,4997175.799999997,2902473.6000000015,1842819.5999999996,251882.59999999963,4389599.1000000015,10366076.199999988,13451990.0,22650994.0,2018-11-01
117,25971193.800000012,10688083.799999997,15283109.900000006,10588132.5,3893288.5,801688.8000000007,12054278.0,7206487.6000000015,4847790.3999999985,2358631.0,2211177.8000000007,277981.6000000001,6681113.1000000015,11366762.700000018,26480193.0,32408941.0,2018-12-01
118,85000000.0,13050000.0,71950000.0,62720000.0,7980000.0,1250000.0,13900000.0,6110000.0,7780000.0,5240000.0,2230000.0,310000.0,4690000.0,249480000.0,768310000.0,1874780000.0,2019-01-01
119,31380000.0,6120000.0,25260000.0,19890000.0,4650000.0,720000.0,8500000.0,3230000.0,5280000.0,3940000.0,1170000.0,170000.0,3610000.0,2900000.0,9740000.0,10670000.0,2019-02-01
120,46840000.0,10360000.0,36480000.0,26020000.0,9090000.0,1370000.0,10780000.0,4940000.0,5850000.0,3970000.0,1640000.0,240000.0,4380000.0,9510000.0,430000.0,25370000.0,2019-03-01
121,27370000.0,9350000.0,18030000.0,11420000.0,5600000.0,1010000.0,9790000.0,5260000.0,4520000.0,2560000.0,1720000.0,240000.0,4010000.0,-8580000.0,9880000.0,-6370000.0,2019-04-01
122,27950000.0,9170000.0,18770000.0,12470000.0,5330000.0,970000.0,9550000.0,4910000.0,4640000.0,2660000.0,1740000.0,240000.0,4050000.0,2270000.0,3850000.0,2960000.0,2019-05-01
123,36830000.0,10880000.0,25950000.0,17750000.0,7110000.0,1090000.0,9800000.0,4730000.0,5070000.0,3150000.0,1700000.0,230000.0,4620000.0,7770000.0,25130000.0,42850000.0,2019-06-01
124,25490000.0,8800000.0,16700000.0,11090000.0,4680000.0,920000.0,10220000.0,5400000.0,4820000.0,2450000.0,2090000.0,270000.0,4070000.0,-14040000.0,7300000.0,-6340000.0,2019-07-01
125,29420000.0,9130000.0,20280000.0,13920000.0,5470000.0,900000.0,10360000.0,5380000.0,4980000.0,2710000.0,2010000.0,270000.0,3990000.0,2010000.0,10240000.0,27570000.0,2019-08-01
126,34920000.0,9720000.0,25200000.0,17260000.0,6860000.0,1070000.0,11210000.0,5440000.0,5770000.0,3490000.0,2070000.0,210000.0,4500000.0,810000.0,3160000.0,24520000.0,2019-09-01
127,25380000.0,8840000.0,16540000.0,11060000.0,4640000.0,850000.0,9760000.0,5040000.0,4730000.0,2480000.0,2010000.0,220000.0,4180000.0,-7550000.0,7890000.0,2750000.0,2019-10-01
128,25620000.0,9860000.0,15760000.0,10740000.0,4230000.0,790000.0,11110000.0,6070000.0,5030000.0,2460000.0,2310000.0,270000.0,4780000.0,-2940000.0,10430000.0,13120000.0,2019-11-01
129,30250000.0,11210000.0,19030000.0,13200000.0,5020000.0,810000.0,13960000.0,8510000.0,5450000.0,2320000.0,2820000.0,310000.0,8030000.0,10630000.0,-612645968.0,44570000.0,2019-12-01
130,90806800.0,13359300.0,77447500.0,66866000.0,9414900.0,1166500.0,12656300.0,5427700.0,7228600.0,4739000.0,2208000.0,281600.0,4497600.0,262320800.0,901912900.0,2110140000.0,2020-01-01
131,26871100.0,5101100.0,21770100.0,15171900.0,6008900.0,589400.0,6263200.0,2261700.0,4001500.0,2847900.0,1056700.0,96900.0,3530500.0,3187600.0,10259300.0,19446100.0,2020-02-01
132,49275700.0,11156800.0,38118800.0,25941400.0,10983800.0,1193600.0,11392900.0,4921300.0,6471600.0,4058400.0,2148200.0,265000.0,4427700.0,20705100.0,4438000.0,42341700.0,2020-03-01
133,31910800.0,10545500.0,21365300.0,13848600.0,6524100.0,992600.0,10780400.0,5714200.0,5066200.0,2663900.0,2134600.0,267700.0,4285000.0,-5854000.0,21318100.0,15381900.0,2020-04-01
134,31773600.0,9967100.0,21806500.0,14518300.0,6336300.0,951900.0,10392400.0,5566700.0,4825700.0,2657700.0,1892500.0,275500.0,4271800.0,-1951900.0,5118000.0,11379400.0,2020-05-01
135,41224400.0,11944800.0,29279600.0,19843000.0,8328900.0,1107700.0,11596200.0,5946700.0,5649500.0,3273400.0,2110600.0,265500.0,4867800.0,3111700.0,22228300.0,-765700.0,2020-06-01
136,28755300.0,9833300.0,18922000.0,12626200.0,5423000.0,872800.0,11710500.0,6234900.0,5475600.0,2644000.0,2542200.0,289400.0,4651100.0,-10664700.0,17856600.0,8229400.0,2020-07-01
137,31847300.0,9924600.0,21922700.0,15091800.0,5947600.0,883200.0,11797400.0,6164200.0,5633200.0,2829900.0,2539100.0,264100.0,5063600.0,-2659900.0,26513400.0,27266200.0,2020-08-01
138,37438900.0,10388400.0,27050500.0,17961600.0,7691400.0,1397600.0,13305500.0,6634000.0,6671500.0,3426900.0,2945000.0,299700.0,5556400.0,-10232700.0,15632100.0,10442900.0,2020-09-01
139,26179300.0,8257700.0,17921600.0,12076900.0,4961900.0,882700.0,10923000.0,5402200.0,5520800.0,2824900.0,2447000.0,248900.0,4111400.0,-3934000.0,18480300.0,13549700.0,2020-10-01
140,25718000.0,8905700.0,16812300.0,11182500.0,4794400.0,835500.0,13116500.0,6791200.0,6325300.0,2758400.0,3287800.0,279200.0,4434000.0,5569400.0,21891600.0,34769000.0,2020-11-01
141,30772200.0,9901500.0,20870700.0,14691100.0,5311900.0,867600.0,15136700.0,8483100.0,6653600.0,2426700.0,3899900.0,326900.0,7583600.0,137100.0,25854000.0,37662400.0,2020-12-01
142,100936900.0,12778800.0,88158100.0,74811600.0,12060700.0,1285900.0,15377900.0,6352200.0,9025700.0,5033700.0,3678600.0,313400.0,4501200.0,259816900.0,1096778600.0,2386968400.0,2021-01-01
143,31361900.0,5926300.0,25435500.0,17511400.0,7277800.0,646300.0,10741800.0,4634900.0,6106900.0,3132200.0,2731700.0,243000.0,3635700.0,4797700.0,-1832200.0,5068800.0,2021-02-01
144,47652900.0,10987200.0,36665900.0,24033900.0,11321000.0,1310900.0,13393400.0,6037400.0,7356000.0,3875700.0,3165800.0,314500.0,4271100.0,11533700.0,16142800.0,33804000.0,2021-03-01
145,31738600.0,9903600.0,21834900.0,13671300.0,7120600.0,1043000.0,12393000.0,5925100.0,6467900.0,2640000.0,3538100.0,289800.0,3887200.0,-10210100.0,16253900.0,10351200.0,2021-04-01
146,31644800.0,9440700.0,22204100.0,14735100.0,6485500.0,983500.0,11696100.0,5546100.0,6150000.0,2549900.0,3330000.0,270100.0,4010600.0,-952800.0,15667500.0,23426100.0,2021-05-01
147,27653800.0,11250400.0,16403500.0,8246000.0,7094800.0,1062600.0,11709200.0,5596400.0,6112800.0,2572000.0,3284500.0,256400.0,4158100.0,2076600.0,-24425400.0,-60464200.0,2021-06-01
148,28655300.0,8934000.0,19721100.0,13000500.0,5812600.0,908100.0,13452800.0,6327200.0,7125600.0,2532000.0,4282700.0,310900.0,4060500.0,-8349700.0,1687700.0,-5739500.0,2021-07-01
149,30600700.0,8839700.0,21761100.0,15018200.0,5852700.0,890200.0,13818100.0,6940700.0,6877400.0,2801500.0,3786900.0,289000.0,4152000.0,3750000.0,15871500.0,20070500.0,2021-08-01
150,34898000.0,9756300.0,25141800.0,16884500.0,6833900.0,1423400.0,13338600.0,6653600.0,6685000.0,3005500.0,3357500.0,321900.0,4124100.0,-1507600.0,14845900.0,18479000.0,2021-09-01
151,25389600.0,8504100.0,16885400.0,11523900.0,4496800.0,864700.0,10988600.0,5749800.0,5238800.0,2646900.0,2358400.0,233500.0,3907200.0,-2084800.0,9412400.0,12231200.0,2021-10-01
152,25907500.0,9428900.0,16478600.0,11063600.0,4603600.0,811400.0,13660500.0,7846600.0,5813900.0,2420600.0,3085800.0,317500.0,4432300.0,-4799900.0,16327300.0,17694500.0,2021-11-01
